Nazwa,Nazwa przedsięwzięcia,Miejsce Realizacji Województwo,Grantobiorca Miejscowość,Grantobiorca Ulica,Grantobiorca Nr budynku,Grantobiorca Kod pocztowy,Wartość wsparcia
STANGIEL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Wdrożeniu innowacyjnej usługi interaktywnej edukacji sportowej na kortach do squasha. Region 1. woj. pomorskie.,POMORSKIE,Kowale,Zeusa,84,80-180,538475.04
MARMAT MARCIN PILIMAN,Dywersyfikacja usług działalności w branży gastronomicznej firmy MARMAT MARCIN PILIMAN w zachodniopomorskim,ZACHODNIOPOMORSKIE,Szczecin,Jarogniewa,30,71-664,509608
ROMA S.C. ROBERT PETTERSEN," MATEUSZ SOBCZYK,Dywersyfikacja, rozszerzenie i zwiększenie odporności przedsiębiorstwa na sytuacje kryzysowe poprzez wprowadzenie nowych usług – ROMA S.C. ROBERT PETTERSEN, MATEUSZ SOBCZYK - Region Zachodniopomorski",ZACHODNIOPOMORSKIE,Szczecin,Bieszczadzka,43,71-042,536333.34
"Paweł Jajkowski HOTEL ""PEKIN"" I RESTAURACJA CHIŃSKA ""PEKIN""; PRZEDSIĘBIORSTWO HANDLU ZAGRANICZNEGO ""PEKIN""","Utworzenie Centrum Nurkowego Diving Dragons (region 1, woj. pomorskie)",POMORSKIE,Władysławowo,Niepodległości,14,84-120,537743.7
BURSZTYNOWA Centrum Konferencyjno-Bankietowe Ryszard Bartoszek,"Zwiększenie odporności przedsiębiorstwa pod firmą ""BURSZTYNOWA"" Centrum Konferencyjno-Bankietowe Ryszard Bartoszek na sytuacje kryzysowe poprzez rozszerzenie i dywersyfikację działalności gastronomicznej prowadzonej w istniejącym obiekcie o restaurację otwartą dla gości przez cały tydzień wraz z ogródkiem gastronomicznym, placem zabaw i atrakcjami dla dzieci oraz wprowadzenie usług kateringowych",ZACHODNIOPOMORSKIE,Pełczyce,Pełczyk,1,73-260,241027.2
„Happy Sport” Krzysztof Wesołowski,"Zwiększenie odporności firmy Happy Sport na sytuacje kryzysowe poprzez dywersyfikację usług, które pozwolą wejść w nowe obszary działalności w województwie pomorskim",POMORSKIE,Gdańsk,Niedźwiednik,8a,80-892,531945
DOMINIK BORATYŃSKI,Wielki odpoczynek w Cedrach Małych - poprawa odporności i dywersyfikacja działalności przedsiębiorstwa DOMINIK BORATYŃSKI poprzez wprowadzenie nowej usługi – zakwaterowania w domkach mobilnych w województwie pomorskim (Region 1),POMORSKIE,Cedry Małe,Miodowa,5,83-020,305411.94
THAO THAI RESTAURANT Spółka z ograniczoną odpowiedzialnością,"Rozszerzenie i dywersyfikacja działalności Thao Thai Restaurant Sp. z o. o. poprzez budowę trzech energooszczędnych budynków rekreacji indywidualnej z przeznaczeniem na usługi turystyczne w Sasinie (gmina Choczewo, województwo pomorskie).",POMORSKIE,Gdynia,Żaglowa,68,81-578,540000
"Anna Sorbian Zakład Opieki Stomatologicznej ""Dental-Rondo""","Wzmocnienie konkurencyjności oraz odporności na sytuacje kryzysowe przedsiębiorstwa Anna Sorbian Zakład Opieki Stomatologicznej ""Dental-Rondo"" poprzez unowocześnienie bazy usługowej i dywersyfikację działalności w Gdańsku w województwie pomorskim.",POMORSKIE,Gdańsk,Myśliwska,61,80-283,503219
SAN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Rozszerzenie działalności firmy San Sp. z o.o. w Kołobrzegu poprzez świadczenie nowej usługi kateringowej i unowocześnionej usługi masażu relaksacyjnego – jako element zwiększenia jej odporności na sytuacje kryzysowe (Region 1 – województwo zachodniopomorskie),ZACHODNIOPOMORSKIE,Kołobrzeg,Jana Kasprowicza,17,78-100,539992.8
VILLA GEMINI WIESŁAW KWIATKIEWICZ,"Zwiększenie odporności przedsiębiorstwa pod firmą Villa Gemini Wiesław Kwiatkiewicz na sytuacje kryzysowe poprzez rozszerzenie i dywersyfikację działalności polegające na wprowadzeniu do oferty nowej usługi turystycznej w postaci organizacji turnusów rekreacyjnych dla seniorów, ze szczególnym uwzględnieniem potrzeb osób z niepełnosprawnościami oraz usługi gastronomicznej w formie pizzerii, która oferować będzie pizzę na miejscu w lokalu oraz na wynos. Region 1.",ZACHODNIOPOMORSKIE,Mielno,Stefana Żeromskiego,1,76-032,538875
ESPRO Sebastian Protasiewicz,Dywersyfikacja działalności gastronomicznej poprzez świadczenie dodatkowych usług z własnej produkcji lodów w Koszalinie w województwie zachodniopomorskim,ZACHODNIOPOMORSKIE,Koszalin,Wenedów,6b,75-847,476865
STOWARZYSZENIE ABSOLWENTÓW AKADEMII MORSKIEJ W GDYNI,Dywersyfikacja i rozszerzenie działalności STOWARZYSZENIE ABSOLWENTÓW AKADEMII MORSKIEJ W GDYNI region POMORZE,POMORSKIE,Gdynia,Morska,81-87,81-225,520331.79
"OŚRODEK WCZASOWO-SANATORYJNY ""STOCZNIOWIEC"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Zwiększenie odporności Ośrodka Wypoczynkowo - Sanatoryjnego ""Stoczniowiec"" Sp. z o. o. na sytuacje kryzysowe w wyniku rozszerzenia prowadzonej działalności o rodzinne imprezy okolicznościowe oraz udostępnienie sali restauracyjnej (Region 1 województwo zachodniopomorskie)",ZACHODNIOPOMORSKIE,Pogorzelica,Leonida Teligi,1,72-351,537000
MIROSŁAW SOCHA Przedsiębiorstwo Produkcyjno-Handlowo-Usługowe ,",SOMBUD"",Rozszerzenie działalności PPHU SOMBUD w regionie 1 -pomorskim",POMORSKIE,Somonino,Ceramiczna,1A,83-314,462192.33
"Restauracja ""Trzy Korony"" Andrzej Labudda",Rozszerzenie oferty o stanowiska gastronomiczne na imprezach miejskich oraz otwarcie wypożyczalni rowerów w województwie pomorskim.,POMORSKIE,Wejherowo,Jana III Sobieskiego,296,84-200,88954.41
Janusz Margański PPH MARTECH,Rozwój oferty turystycznej Pałacu Popowo,KUJAWSKO-POMORSKIE,Sikorowo,,73,88-100,419800.02
ATAREST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Rozszerzenie działalności firmy ATAREST Sp. z o.o. poprzez uruchomienie w prowadzonym przez nią hotelu ogrodowej strefy odpoczynku z zewnętrznym mini SPA i wprowadzenie automatycznego serwisu barowego i kawowego celem dywersyfikacji działalności i wzmocnienia odporności firmy w regionie kujawsko-pomorskim.,KUJAWSKO-POMORSKIE,Golub-Dobrzyń,PTTK,21,87-400,308689.37
FIRFEK Rafał Firfas,"Dywersyfikacja działalności ""FIRFEK"" Rafał Firfas w ramach wsparcia sektora HoRe Ca dla przedsiębiorstw z regionu kujawsko-pomorskiego.",KUJAWSKO-POMORSKIE,Bydgoszcz,ks. Ignacego Skorupki,61,85-156,539900.09
ITRICH Transport i Paliwa BOGDAN ITRICH,EkoRowerownia - uruchomienie wypożyczalni rowerów elektrycznych na terenie województwa pomorskiego,POMORSKIE,Rzepnica,Ks. Jerzego Popiełuszki,11,77-100,455116.07
SECESJA NIERUCHOMOŚCI EWA LATOWSKA,"Rozszerzenie działalności firmy ""SECESJA"" NIERUCHOMOŚCI EWA LATOWSKA, Bistro Katarzynka z województwa kujawsko-pomorskiego o nową usługę organizacji spotkań i konferencji z obsługą cateringową",KUJAWSKO-POMORSKIE,Toruń,św. Katarzyny,6,87-100,539624.7
FARMA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Dywersyfikacja działalności spółki Farma prowadzącej działalność w województwie pomorskim poprzez wprowadzenie do oferty spółki aplikacji do rezerwowania lokali oraz usługi organizacji projekcji filmów w formie kina letniego.,POMORSKIE,Gdańsk,Korzenna,33,80-851,228222
INSTYTUT ZDROWIA KORAL-LIVE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Inwestycje dla INSTYTUT ZDROWIA KORAL-LIVE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ w produkty i usługi,ZACHODNIOPOMORSKIE,Kołobrzeg,Tadeusza Kościuszki,12,78-100,538591.5
Aleksandra Wiśniewska,Wzrost odporności przedsiębiorstwa Aleksandra Wiśniewska na sytuacje kryzysowe poprzez dywersyfikację działalności i wdrożenie nowej usługi mobilnego kina na otwartym powietrzu na terenie regionu województwa kujawsko-pomorskiego,KUJAWSKO-POMORSKIE,Bydgoszcz,Człuchowska,13,85-808,540000
The Royal Sport Management Sp ZOO,"Wzmocnienie odporności oraz potencjału rozwojowego Firmy The Royal Sport Management poprzez dywersyfikację działalności w obszarze organizacji targów, wystaw i kongresów branżowych na terenie województwa zachodniopomorskiego",ZACHODNIOPOMORSKIE,Szczecin,Aleja Piastów,54,70-311,525446.1
Firma Handlowo-Usługowa Szymon Wołoszyk,Zwiększenie odporności i konkurencyjności firmy “Firma Handlowo-Usługowa Szymon Wołoszyk” na sytuacje kryzysowe w wyniku dywersyfikacji prowadzonej działalności: REGION 1 - województwo pomorskie.,POMORSKIE,Zelgoszcz,Księdza Bony,12,83-208,147128.41
HOTEL JANTAR ĆWIGOŃ I WSPÓLNICY SPÓŁKA JAWNA,Rozszerzenie działalności Hotelu Jantar w regionie 1 -pomorskim,POMORSKIE,Ustka,Wczasowa,14,76-270,506445.7
Olimpijczyk Marlena Kalinowska,"Ekspansja oraz dywersyfikacja zajęć sportowych i rekreacyjnych w Zachodniopomorskiem: Inwestycje w zdrowie i nowoczesne rozwiązania dla lokalnej społeczności w tym organizacja sportowych eventów plenerowych i wypożyczenie sprzętu rekreacyjnego,ZACHODNIOPOMORSKIE,Szczecin,Gwarna,46,70-789,514827.04
P.H.U ANDREW Andrzej Kuchtyn,Rozszerzenie oraz dywersyfikacja działalności firmy PHU Andrew Andrzej Kuchtyn poprzez wprowadzenie nowej usługi ,zwiększenie odporności na sytuacje kryzysowe Zakup łodzi żaglowej Rejon 1,ZACHODNIOPOMORSKIE,Bogacica,Konopnickiej,4f,46-243,424500
P.H.U. Beata Golińska,Udzielenie pomocy finansowej na przedsięwzięcie MŚP prowadzących mikro, małych i średnich przedsiębiorstwom prowadzącym działalność w sektorze hotelarstwo, gastronomii, turystyki lub kultury na realizację MŚP w ramach inwestycji A1.2.1 KPO z regionu nr 1 obejmującego województwa:kujawsko-pomorskie, pomorskie i zachodniopomorskie.,ZACHODNIOPOMORSKIE,Szczecin,Waleriana Łukasińskiego,42d,71-215,92841.3
Wanted Grzegorz Latoszewski,Rozwój usług turystycznych sposobem na podniesienie odporności na sytuacje kryzysowe oraz dywersyfikację przychodów w firmie Wanted Grzegorz Latoszewski wraz podniesieniem jakości usług turystycznych w woj. Pomorskim.,POMORSKIE,Koszalin,Podlaska,43,75-396,506388.79
NESTARTO Spółka cywilna, Dawid Stramowski, Iwona Wencka-Stramowska,„Dywersyfikację działalności i wprowadzenie nowej usługi w Hotelu Rozmaryn i Lawenda w celu zwiększenie odporności branży gastronomicznej i hotelarskiej w województwie kujawsko - pomorskim na negatywne skutki zewnętrzne”,KUJAWSKO-POMORSKIE,Ślesin,Nakielska,1A,89-121,538257.41
Jolanta Tomczewska,Dywersyfikacja działalności poprzez rozbudowanie usługi gastronomicznej wzbogacającej usługi zakwaterowania w Starym Folwarku w miejscowości Radowo Małe w województwie zachodniopomorskim oraz catering zewnętrzny w pierogarni w miejscowości Łobez w województwie zachodniopomorskim,ZACHODNIOPOMORSKIE,Radowo Małe,,10,72-314,316003.86
Rafał Chojnacki ARTICO, 369TEAM Agencja Eventowa,Dywersyfikacja oferty firmy Rafał Chojnacki ARTICO, 369TEAM Agencja Eventowa z m. Torunia celem zwiększenia odporności prowadzonej działalności gospodarczej na sytuacje kryzysowe,KUJAWSKO-POMORSKIE,Toruń,Żółkiewskiego,37,87-100,540000
Zajazd Rytkówka"" Katarzyna Rytka,„Rozszerzenie oferty usługowej Zajazdu ""Rytkówka"" położonym w Obrowie w województwie kujawsko-pomorskim w celu rozwoju firmy oraz zwiększenia jej odporności na pojawiające się sytuacje kryzysowe.”",KUJAWSKO-POMORSKIE,Obrowo,Szkolna,39,87-126,473356.06
Euro Lider Group Spółka z ograniczoną odpowiedzialnością,Rozszerzenie działalności Spółki o ofertę mobilnych miejsc noclegowych i wypożyczalnie sprzętów wodnych w atrakcyjnych lokalizacjach w regionie pomorskim,POMORSKIE,Gdynia,Wzgórze Bernadowo,301,81-583,532871.55
ZROLLSOWANI MAŁGORZATA GÓRECKA,Zwiększenie odporności przedsiębiorstwa ZROLLSOWANI Małgorzata Górecka poprzez dywersyfikację sposobu świadczenia usług oraz wprowadzenie nowych produktów w województwie kujawsko-pomorskim.,KUJAWSKO-POMORSKIE,Włocławek,Wesoła,6,87-700,205577.63
"JOANNA KRZYŻANOWSKA CENTRUM SPORTU I REKREACJI ""ZIELONA BRAMA""","Inwestycja polegająca na zakupie i uruchomieniu wewnętrznego placu zabaw dla dzieci, 2 torów bowlingowych oraz unowocześnieniu maneżu do jazd konnych umożliwiająca rozszerzenie działalności o nową usługę stworzenia oferty organizacji całorocznych pobytów zorganizowanych dla klientów indywidualnych w celu zwiększenia odporności na kryzysy firmy Joanna Krzyżanowska Centrum Sportu i Rekreacji Zielona brama w Przywidzu",POMORSKIE,Przywidz,Gdańska,26,83-047,531900
T&M SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Dywersyfikacja działalności poprzez wprowadzenie innowacyjnych form edukacji sportowej w Squash Zone Club w Szczecinie. Region 1, woj. zachodniopomorskie.",ZACHODNIOPOMORSKIE,Szczecin,Aleja Bohaterów Warszawy,40,70-342,539949.24
Riverside Hotel s.c. Wioletta Lewandowska," Wojciech Kaczmarek,Dywersyfikacja oferty firmy Riverside Hotel s.c. Wioletta Lewandowska , Wojciech Kaczmarek z m. Włocławka celem zwiększenia odporności prowadzonej działalności gospodarczej na sytuacje kryzysowe",KUJAWSKO-POMORSKIE,Włocławek,Piwna,3,87-800,540000
"Firma Handlowo-Usługowa ""TWISTER"" Mateusz Wojciechowski","Inwestycja w dywersyfikację działalności przedsiębiorstwa Firma Handlowo-Usługowa ""Twister"" Mateusz Wojciechowski poprzez wprowadzenie nowej usługi w zakresie prowadzenia działalności polegającej na uruchomieniu zeroemisyjnej wypożyczalni sprzętu wodnego w regionie 1 (kujawskopomorskie",KUJAWSKO-POMORSKIE,Włocławek,Łanowa,20,87-800,257418
"RESTAURACJA ""POD RYBKĄ"" HELENA SZKATULSKA","Rozszerzenie działalności gastronomicznej poprzez wprowadzenie nowego produktu oraz modernizację infrastruktury w Restauracji pod Rybką w Pakości, województwo kujawskopomorskie",KUJAWSKO-POMORSKIE,Pakość,Barcińska,12,88-170,254668.5
Exito Sp. z o.o.,Rozwój usług turystycznych sposobem na podniesienie odporności na sytuacje kryzysowe oraz dywersyfikację przychodów w spółce Exito wraz podniesieniem jakości usług turystycznych w woj. Pomorskim,ZACHODNIOPOMORSKIE,Świątniki Górne,Sportowa,4,32-040,536141.7
JM SOLUTIONS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Zwiększenie odporności JM SOLUTIONS spółka z o.o. na sytuacje kryzysowe poprzez wprowadzenie nowych usług eventowych w Herbarium Hotel & SPA (region 1).,KUJAWSKO-POMORSKIE,Piotrków Kujawski,Włocławska,33,88-230,539443
IRENA SOCHA Przedsiębiorstwo Produkcyjno Handlowo - Usługowe ,",IRES"" Irena Socha,Rozszerzenie działalności PPHU IRES w regionie 1 -pomorskim",POMORSKIE,Somonino,Ceramiczna,1a,83-314,213060
Kamińscy S.C. Andrzej Kamiński," Bernard Kamiński,Aktywny wypoczynek w Niechorzu. Wypożyczalnia rowerowa jako Nowa Usługa EKO w Niechorzu, przy ul. Pomorskiej 1, Region Zachodniopomorski",ZACHODNIOPOMORSKIE,Niechorze,Pomorska,1,72-350,538787.22
"PRZEDSIĘBIORSTWO USŁUG WCZASOWO-LECZNICZYCH I REKREACJI"" JANTAR"" Z.DZIĄGWA I JOANNA PELCZAR-DZIĄGWA SPÓŁKA JAWNA","Zwiększenie odporności przedsiębiorstwa poprzez rozbudowę bazy usługowej w celu pozyskania szerszej grupy klientów w tym: utworzenie wybiegu dla psów, stworzenie sali fitness oraz strefy z hydromasażem na sucho, budowę placu zabaw, zainstalowanie stacji ładowania samochodów elektrycznych i hybrydowych oraz zakup systemu parkingowego w obiekcie Jantar Medical Spa w Dziwnówku woj. Zachodniopomorskie.",ZACHODNIOPOMORSKIE,Dziwnówek,Wolności,5-7,72-420,468614.7
Adam Mazurowski Rybołówstwo - Handel Rybą,"Odbudowa i zwiększenie odporności Willi Rejs poprzez rozszerzenie obecnej działalności o nową usługę wypożyczalni rowerów elektrycznych ""Sunny eBikes""",POMORSKIE,Krynica Morska,Rybacka,38,82-120,148750.11
BONGART JEWELLERY Piotr Bongart," ""ZŁA KOBIETA"" Piotr Bongart,Zwiększenie odporności i konkurencyjności firmy “""BONGART JEWELLERY"" Piotr Bongart, ""ZŁA KOBIETA"" Piotr Bongart” na sytuacje kryzysowe w wyniku dywersyfikacji prowadzonej działalności: REGION 1 - województwo pomorskie.",POMORSKIE,Sopot,Bohaterów Monte Cassino,53,81-767,480803.8
Villa Eva Ewa Kulczycka,"Działalność turystyczno-rekreacyjna związana z wodą, prowadzona na terenie województwa pomorskiego, miejsce prowadzenia działalności Gdańsk Wyspa Sobieszewska",POMORSKIE,Gdańsk,Stefana Batorego,28b,80-251,437712
SŁAWOMIR TWORKOWSKI,Zwiększenie odporności i dywersyfikacja działalności przedsiębiorstwa SŁAWOMIR TWORKOWSKI poprzez wprowadzenie nowych usług w województwie pomorskim (Region 1) z zastosowaniem rozwiązań w zakresie „zielonej transformacji”.,POMORSKIE,Gdańsk,Pólnicy,18,80-177,297657.9
"HOTEL ""WODNIK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Wzrost odporności i konkurencyjności Hotelu Wodnik sp. z o.o. na rynku pomorskim - region 1,POMORSKIE,Łeba,Nadmorska,10,84-360,318281.94
PORTMAN LIGHTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Wzrost odporności i konkurencyjności firmy Portman Lights z województwa pomorskiego poprzez wdrożenie nowych usług (Region 1,POMORSKIE,Gdynia,Chwaszczyńska,190d,81-571,454702.92
PPH Deserovnia Bożena Marek,Rozszerzenie i dywersyfikacja działalności firmy PPH Deserovnia w celu zwiększenia odporności na sytuacje kryzysowe i zwiększenia konkurencyjność przedsiębiorstwa w woj. zachodniopomorskim.,ZACHODNIOPOMORSKIE,Stary Grabiąż,,6A,78-460,252179.6
Związek Rzemiosła Polskiego,"Dywersyfikacja działalności Związek Rzemiosła Polskiego w obiekcie Dom Wypoczynkowy ""Rzemieślnik"", prowadzonej w Regionie 1- województwo pomorskie",POMORSKIE,Warszawa,Miodowa,14,00-246,499197.13
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE KAROLINA KUŁAKOWSKA-WORYTKO,Dywersyfikacja działalności PRZEDSIĘBIORSTWO HANDLOWOUSŁUGOWE KAROLINA KUŁAKOWSKA-WORYTKO i uodpornienie na przyszłe kryzysy poprzez wprowadzenie oferty cateringowej i lodziarni — Region 1,POMORSKIE,Malbork,Józefa Piłsudskiego,11/12/2,82-200,477000
Alpha City sp. z o.o.,Zwiększenie odporności przedsiębiorstwa ALPHA CITY sp. z o.o. na sytuacje kryzysowe w wyniku dywersyfikacji prowadzonej działalności (REGION 1: województwo pomorskie),POMORSKIE,Gdynia,Poleska,25,81-321,535590
PIZZERIA PRIMAVERA MAŁGORZATA HARDIE-DOUGLAS,"Zwiększenie odporności przedsiębiorstwa na sytuacje kryzysowe poprzez rozbudowanie usługi gastronomicznej o catering dietetyczny i okolicznościowy oraz stworzenie dań ""połowa porcji"" w DOM WOŹNEGO – PIEROGARNIA w miejscowości Szczecinek w województwie zachodniopomorskim",ZACHODNIOPOMORSKIE,Szczecinek,Ks. Elżbiety,3,78-400,76035.85
YOLO PROJEKT POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Region 1, ""MOBILNE ZACISZE PODRÓŻNIKA"" - wynajem ekologicznych domków mobilnych TINY HOUSE. Dywersyfikacja działalności poprzez rozszerzenie działalności w kierunku wynajmu krótkotrwałego zakwaterowania.",POMORSKIE,Ryjewo,Kopernika,4a,82-420,539529
ANDRZEJ MAJKA I WSPÓLNICY SPÓŁKA JAWNA,"Rozwój potencjału spółki Majka i Wspólnicy z woj. pomorskiego poprzez inwestycję w bazę usługową w celu rozszerzenia i dywersyfikacji działalności, zwiększającą odporność firmy na kryzysy",POMORSKIE,Zblewo,Osiedle Dębowe,4,83-200,393120
"DARIUSZ NAFALSKI PRZEDSIĘBIORSTWO WIELOBRANŻOWE ""WIRAŻ""","Dywersyfikacja działalności przedsiębiorstwa DARIUSZ NAFALSKI PRZEDSIĘBIORSTWO WIELOBRANŻOWE ""WIRAŻ"", szansą na rozwój i odbudowę branży w regionie 1.",POMORSKIE,Wiórek,,28,61-160,300343.43
SADOWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Wzmocnienie odporności i rozszerzenie oferty usługowej Hotelu Sadowa w Gdańsku poprzez uruchomienie wypożyczalni sprzętu sportowego i wprowadzenie do oferty dań na wynos oraz cyfryzacja usług hotelowych - stworzenie bezkontaktowej recepcji w Rejonie 1,POMORSKIE,Gdańsk,al. Aleja Grunwaldzka,56,80-241,539929.09
Party Camp Spółka z ograniczoną odpowiedzialnością,"Dywersyfikacja działalności Party Camp Sp. z o.o., prowadzącej działalności w województwie pomorskim, poprzez wprowadzenie do oferty spółki usługi organizacji wydarzeń oraz wynajmu sprzętu eventowego",POMORSKIE,Sopot,Armii Krajowej,111,81-824,539948.7
WILLA 777 JOANNA KUTA,Dywersyfikacja usług gastronomicznych w Willa777: wprowadzenie do sprzedaży dań gotowych pakowanych hermetycznie oraz wejście do nowego segmentu klienta w branży gastronomicznej.,ZACHODNIOPOMORSKIE,Międzyzdroje,Ignacego Krasickiego,8,72-500,311374.69
"O.W. ""GRYF"" WIOLETTA ŁĄCKA SPÓŁKA KOMANDYTOWA","Stworzenie nowoczesnej sali konferencyjnej oraz ogrodu zimowego na potrzeby eventów biznesowych jako nowej usługi w firmie wraz z rozbudową części restauracyjnej poprzez remont i modernizację oraz zakup sprzętu i wyposażenia w Ośrodku Wypoczynkowym „GRYF” w Pobierowie, Region Zachodniopomorski",ZACHODNIOPOMORSKIE,Pobierowo,Graniczna,1,72-346,474000
MATPROJEKT MATEUSZ MUCHEWICZ,"Dywersyfikacja infrastruktury i atrakcji turystycznych w ""Siedlisku na Wydmach"" poprzez wprowadzenie nowych usług - budowę altany, strefy relaksu, wydzielenie pralni, wykończenie domków dla klientów ze zwierzętami oraz wprowadzenie nowych usług rekreacyjnych w województwie pomorskim w regionie 1.",POMORSKIE,Rumia,Matejki,8,84-230,491576.71
